,Text,Label
34320,"HSOS following standard chemotherapy has been reported in patients receiving vincristine, actinomycin D, and cyclophosphamide for the treatment of Wilms tumor and more rarely rhabdomyosarcoma.",Not ADE-related
34321,"Histologic examination of the excised specimen showed chronic granulomatous inflammation, and subsequent microbiologic studies cultured an acid- and alcohol-fast bacillus that was later identified as Mycobacterium fortuitum.",Not ADE-related
34322,"The multidisciplinary team's successful decision to trial SFG in a medically complex patient allowed profound iron deficiency to be treated safely and effectively, which was not possible prior to the availability of an alternate iron preparation.",Not ADE-related
34323,"At explant, all four systems had clots adherent to the surface of the tubing and connectors on the pump outflow side of the circuit.",Not ADE-related
34324,We report a case of type III left anterior descending artery (LAD) perforation which was managed successfully with cyanoacrylate glue.,Not ADE-related
34325,There was no relation between functional improvement and increased sexuality.,Not ADE-related
34326,"Multifocal osteonecrosis has a wide variety of etiologies, but is most often encountered in the clinical setting of corticosteroid administration, connective tissue disorders, transplantation, hemoglobinopathies and dysbarism.",Not ADE-related
34327,"To ensure safety and effectiveness, and to meet the requirements of accreditation agencies, hospitals should develop prescribing guidelines for IV opioid range orders and clear protocols for their implementation.",Not ADE-related
34328,"DESIGN: Morphologic, immunophenotypic, and cytogenetic analyses were performed on the 3 patients at the time of initial diagnosis, during imatinib therapy, and at blast crisis.",Not ADE-related
34329,"He developed hypertension in April 1989, underwent a final chelation, and retired.",Not ADE-related
34330,Irritability is often a problem for patients with Post-Traumatic Stress Disorder (PTSD).,Not ADE-related
34331,The present case indicates that the neutropenic colitis can occur under neutropenic conditions induced by the standard-dose chemotherapy for solid cancer.,Not ADE-related
34332,A 15 Year old female patient with Sturge Weber Syndrome is presented.,Not ADE-related
34333,A 39-year-old woman underwent placement of a totally implantable venous access device for chemotherapy to treat a recurrent liposarcoma of the left thigh.,Not ADE-related
34334,Recognition of this rare entity will help clinicians avoid aggressive investigative and treatment modalities that can affect the results of PRK.,Not ADE-related
34335,"Biopsy findings showed an interstitial and air space lymphohistiocytic infiltrate with non-necrotizing granulomas, in the setting of negative cultures and special stains for microorganisms.",Not ADE-related
34336,Two patients required emergent surgical procedures.,Not ADE-related
34337,Precautionary measures for the early recognition of this grave hazard in exposed patients are advocated.,Not ADE-related
34338,Lithium interferes with reserpine-induced dopamine depletion.,Not ADE-related
34339,"A 16-year-old poorly compliant, steroid-dependent subject with asthma received two courses of high-dose intravenous methylprednisolone during a 3-week period, followed by a tapering schedule of oral prednisone.",Not ADE-related
34340,A mechanism for the efficacy of this treatment is discussed.,Not ADE-related
34341,The patient was ultimately treated with a nasal septal button with good symptom relief.,Not ADE-related
34342,"The severity of uremia in patient 2 could be one of the conditions that, in association with the abrupt changes obtained with IVPMP, predispose to neurological manifestations.",Not ADE-related
34343,"In conclusion, even if in our case no surgical treatment was used and although spontaneous resorption has been described for some materials, early surgical exploration with removal of the material and decompression of the IAN is suggested, irrespective of the material used, because the severity of nerve damage can increase with the duration of the injury.",Not ADE-related
34344,"In conclusion, telmisartan was effective and well tolerated for the control of hypertension in this case and improved sensitivity to insulin.",Not ADE-related
34345,Both patients were in a state of neutropenia.,Not ADE-related
34346,Tolazoline Hydrochloride is a pulmonary vasodilator that is used for the treatment of pulmonary hypertension of the newborn.,Not ADE-related
34347,"Two patients received no further anticoagulation, and two received continuous heparin within 24 hr of implant to maintain activated clotting times of 140-150 sec.",Not ADE-related
34348,Diffuse interstitial pneumonia and pulmonary hypertension: a novel manifestation of chronic granulomatous disease.,Not ADE-related
34349,Complications appear to result from depletion of plasma proteins involved in coagulation and fibrinolysis.,Not ADE-related
34350,To date little has been reported about the risk of therapy-related leukaemia (t-AML) in children receiving oral etoposide therapy.,Not ADE-related
34351,Rosiglitazone was immediately discontinued and 11 days later the man's weight stabilized to 79 kg and remained between 79 and 80 kg 2 and 3 months after discharge.,Not ADE-related
34352,CONCLUSIONS: Neurologists have a vast armamentarium to treat both motor and nonmotor manifestations of PD.,Not ADE-related
34353,"Titers for Epstein-Barr virus, hepatitis B, toxoplasmosis; and cytomegalovirus were all negative.",Not ADE-related
34354,"We present a case of disseminated histoplasmosis, complicated by retroperitoneal bleeding and leading to death, in a patient who was receiving systemic immunosuppressive therapy for rheumatoid arthritis and who was enrolled in a gene-therapy trial.",Not ADE-related
34355,This observation indicates the complex effect of HIV on joint inflammation.,Not ADE-related
34356,The patient was treated with IFN-alpha in another medical center for 6 months because his liver biopsy showed chronic active hepatitis.,Not ADE-related
34357,"Features of both de novo AML [FAB M2 morphology, t(8;21), and ""secondary leukemia"" (additional cytogenetic changes, resistance to chemotherapy) were present.",Not ADE-related
34358,Interference with smoking-cessation effects of varenicline after administration of immediate-release amphetamine-dextroamphetamine.,Not ADE-related
34359,"Many pus cells and a few red blood cells were detected in the patient's stool, but the results of a stool culture for bacteria were negative.",Not ADE-related
34360,The abnormalities in her liver function tests included a progressive rise in bilirubin level over five weeks.,Not ADE-related
34361,A case of severe hyperlipidemia caused by long-term tube feedings.,Not ADE-related
34362,These movements were dose-related and completely abated on reducing the dose.,Not ADE-related
34363,Successful liver transplantation and treatment of recurrent hepatitis C using pegylated alpha-interferon in a patient with Churg-Strauss disease.,Not ADE-related
34364,In all three patients a decrease in anti-DNA antibody levels and an increase in total complement hemolytic activity were detected after therapy.,Not ADE-related
34365,"To the best of our knowledge, this patient is the youngest, and only the fourth person in the English-language literature to develop colonic carcinoma after combination chemotherapy of Hodgkin's disease without radiation.",Not ADE-related
34366,"Through November 30, 2004, the FDA received 6 reports of DIC associated with ""acute hemolysis"" (or similar terms), 5 of which involved fatalities.",Not ADE-related
34367,Histological studies showed scattered perivascular infiltrates without vasculitis.,Not ADE-related
34368,The infant was monitored by imaging studies followed by ultrasonography.,Not ADE-related
34369,Systemic cytomegalovirus infection complicating ulcerative colitis: a case report and review of the literature.,Not ADE-related
34370,Inhibition of the hepatic metabolism of warfarin by 5-FU and levamisole is the postulated mechanism of this drug interaction.,Not ADE-related
34371,We advise careful monitoring of water-electrolytic balance during sibutramine therapy.,Not ADE-related
34372,Recurrent aortic valve prosthesis dehiscence secondary to aortoarteritis: three case reports and literature review.,Not ADE-related
34373,Phenytoin (Dilantin) is typically employed as prophylactic anticonvulsant in this setting.,Not ADE-related
34374,We report the successful intraoperative resuscitation of a patient with acute intracardiac/intravascular thrombosis during an orthotopic liver transplantation using thrombolytic therapy.,Not ADE-related
34375,"To our knowledge, this is the only reported case of tularemia occurring in the post-transplant setting.",Not ADE-related
34376,Mycobacterium interface keratitis after laser in situ keratomileusis.,Not ADE-related
34377,"Serum concentration of cerivastatin at 6 h after taking the last dose (0.15 mg) was 8062.5 ng/L, which was almost 5.7 times higher than that of normal persons.",Not ADE-related
34378,"She had, in July 1977, severe claudication of the lower extremities.",Not ADE-related
34379,Hepatitis C (HCV) treatment using interferon-alpha (IFN-alpha) and ribavirin is recommended in HIV/HCV co-infected patients to prevent liver cirrhosis and liver-related death.,Not ADE-related
34380,Pure red cell aplasia due to parvovirus B19 infection after liver transplantation: a case report and review of the literature.,Not ADE-related
34381,The possible mechanisms of this leukopenia are discussed.,Not ADE-related
34382,The case reported here illustrates that clinicians should be aware of this potentially fatal drug reaction.,Not ADE-related
34383,Dapsone in rheumatoid arthritis.,Not ADE-related
34384,Therapy was discontinued at a cumulative dose of adriamycin of 600 mg/m2.,Not ADE-related
34385,Its treatment is mainly based upon discontinuation of heparin therapy.,Not ADE-related
34386,"Despite aggressive, combined antiviral treatment with ganciclovir and foscarnet and reduction of immunosuppression, viral clearance was never achieved.",Not ADE-related
34387,Intrauterine contraceptive device-associated pelvic actinomycosis caused by Actinomyces urogenitalis.,Not ADE-related
34388,Hemodiafiltration for vancomycin overdose in a patient with end-stage renal failure.,Not ADE-related
34389,"In all patients, discontinuation of aromatic AEDs resulted in resolution of symptoms and in 3 patients who required continued AED therapy, valproic acid was well tolerated.",Not ADE-related
34390,"Their positive, negative, and general symptoms as rated by the BPRS also decreased significantly.",Not ADE-related
34391,Hepatic artery aneurysm associated with upper gastrointestinal bleeding after intrahepatic artery chemotherapy.,Not ADE-related
34392,The identification of the spider as a brown recluse and the location of the bite over the nerve's usual pathway strongly suggest that the venom was responsible for this complication.,Not ADE-related
34393,Treatment with calcitriol.,Not ADE-related
34394,Trichosporonosis appears to be an emerging fungal infection among immunocompromised individuals (including both hematological and solid organ transplant recipients).,Not ADE-related
34395,"Three demented patients who manifested an aggressive syndrome and motor disturbances including agitation, pacing, and restlessness received a therapeutic trial of the antiandrogen agents medroxyprogesterone acetate and luprolide acetate.",Not ADE-related
34396,A 51-year-old male with a huge chondrosarcoma received subarachnoid dorsal root blocks with 10% phenol in glycerine to treat severe pain along the left leg.,Not ADE-related
34397,"Therefore, care should be given to prescribing clarithromycin for patients receiving carbamazepine.",Not ADE-related
34398,At the time she was taking lithium carbonate 450 mg twice/day.,Not ADE-related
34399,"Minor reactions to the drug are very common, but severe idiosyncratic reactions are rare considering the large number of patients taking this drug worldwide.",Not ADE-related
34400,"Diethyl carbamazine citrate, an inhibitor of release of SRS-A, seemed to shorten the duration of the LAR, although it has no effect on the immediate response and/or on the severity of the LAR.",Not ADE-related
34401,"OBJECTIVE: To report a case of rhabdomyolysis caused by Commiphora mukul, a natural lipid-lowering agent.",Not ADE-related
34402,Mycobacterium fortuitum bacteremia with granulomatous hepatitis complicating home cyclic parenteral nutrition through an indwelling Broviac catheter occurred in a 41-year-old woman.,Not ADE-related
34403,Median time to progression (TTP) was 12 weeks.,Not ADE-related
34404,The ability of tumor necrosis factor (TNF)-alpha inhibitors to impair pivotal pro-inflammatory host defenses may facilitate the development of disseminated cryptococcosis.,Not ADE-related
34405,"During this same time period, 537 patients were admitted with MI, 41 of whom died; the study's 4 patients were compared with these 41.",Not ADE-related
34406,Acute enlargement and subsequent rupture of an abdominal aortic aneurysm in a patient receiving chemotherapy for pancreatic carcinoma.,Not ADE-related
34407,"Caution is advised in administering arginine to patients with renal or hepatic insufficiency, or both.",Not ADE-related
34408,This study reports the results of a retrospective review of the case records of 28 seriously ill patients who received intravenous cimetidine (generally 300 mg q8h) for the treatment of gastric discomfort and/or hemorrhage or for prophylaxis against stress-induced ulcers.,Not ADE-related
34409,"However, whether or not the microgranulations were bacterial colonies, infection did not recur during a 2-year follow-up period.",Not ADE-related
34410,Obidoxime was reinstituted after the 9 d interruption and muscle strength improved with the first dose.,Not ADE-related
34411,"Finally, clinicians should not extrapolate the results of the Endophthalmitis Vitrectomy Study to the postfiltration surgery endophthalmitis given the differing pathogenesis and unique spectrum of organisms.",Not ADE-related
34412,"She underwent a general ophthalmological investigation, perimetry and electroretinographic examination with multifocal (m-ERG) and flash-electroretinogram (flash-ERG).",Not ADE-related
34413,A 66-year-old woman was diagnosed as having pulmonary adenocarcinoma with malignant pleural effusion following investigations for cough and dyspnea.,Not ADE-related
34414,"We confirmed FH deficiency in a 30-month-old boy with recurrent HUS of 2 years duration, and attempted an auxiliary partial orthotopic liver transplantation (APOLT) to overcome the sustained intractable dependency on plasma therapy.",Not ADE-related
34415,"Three (10%) eyes had an epithelial defect, nine (31%) had iridocyclitis, and seven (24%) had associated secondary glaucoma.",Not ADE-related
34416,The patient died of respiratory failure after 8 days of steroid infusion and erlotinib discontinuation.,Not ADE-related
34417,The incidence of this adverse effect in children and young adults who have cystic fibrosis is unknown.,Not ADE-related
34418,Exposure to the individual compounds was determined by calculating the AUC.,Not ADE-related
34419,"Candida-induced denture stomatitis usually does not reflect any deep-seated, systemic abnormality, the dentures being the primary predisposing condition.",Not ADE-related
34420,Tamoxifen has been used as a chemotherapeutic agent with no serious side effects noted.,Not ADE-related
34421,These situations must be recognized as potential problems and must be treated appropriately.,Not ADE-related
34422,Enteral nutrition is less costly than TPN and maintains the structural and functional integrity of the intestinal mucosa.,Not ADE-related
34423,Only two of the six reported patients without heparinization survived.,Not ADE-related
34424,"Although the treatment of choice for autoimmune hepatitis is glucocorticoids, their side effects make long-term use undesirable.",Not ADE-related
34425,"METHODS: Switching of agents took place in two ways: converting only antipsychotic medications followed by other psychotropics, and changing all psychotropics simultaneously.",Not ADE-related
34426,The pharmacological management of rapid cycling bipolar disorder in the elderly is also reviewed.,Not ADE-related
34427,Embolic phenomena occurred in 10 (42%) of 24 cases.,Not ADE-related
34428,Fungal septicaemia in patients with cystic fibrosis associated with totally implantable venous access device system.,Not ADE-related
34429,"In both instances, reversion of intraventricular conduction to normal occurred within 72 hours, coinciding with clearance of carbamazepine from the blood stream.",Not ADE-related
34430,One of three stool samples was positive for the presence of occult blood.,Not ADE-related
34431,"Subsequently he had severe hyperphosphatemia (29.3 and 14.1 mg/dl; 9.46 and 4.55 mmol/L), hypocalcemia, hyperuricemia, hyperkalemia, and azotemia.",Not ADE-related
34432,"However, this phenomenon has been largely limited to skin.",Not ADE-related
34433,"The morbidity and lethality of AL amyloidosis is caused by the deposition of lg light chains as fibrillar amyloid protein in vital organs, disrupting their function, and not by the generally low burden of clonal plasma cells that produce the paraproteins.",Not ADE-related
34434,Six months before cessation of therapy discrete radiological signs of apical fibrosis appeared.,Not ADE-related
34435,"Despite treatment in the intensive care unit, the woman died on the sixth day after admission.",Not ADE-related
34436,Guidelines for the safe use of hexoprenaline in preterm labour are suggested.,Not ADE-related
34437,"Thus, perospirone is an agent with possible efficacy for medication-refractory schizophrenia.",Not ADE-related
34438,Acute cervico-facial oedema and loss of consciousness following ingestion of barracuda fish.,Not ADE-related
34439,The observed serum ceruloplasmin response after parenteral copper administration is suggestive of an impairment in the incorporation of copper into this metalloprotein.,Not ADE-related
34440,The potential autoimmune complications of this therapeutic agent should be comprehended when monitoring patients receiving such treatment.,Not ADE-related
34441,"Another trial of slower desensitization was done using Pancrease MT 16 (1 capsule: 16 000 U of lipase, 48 000 U of amylase, and 48 000 U of protease), starting with 1/4 capsule per day, with increments of 1/4 capsule every 3 days, until an entire capsule was reached by day 10, then increased by approximately 1/2 capsule every 4 days until reaching the therapeutic dose of 1 capsule with each meal by day 25.",Not ADE-related
34442,"After the moxifloxacin was stopped, the corrected QT interval normalized and a permanent cardiac pacemaker was implanted.",Not ADE-related
34443,"If antiarrhythmics are administered that are contraindicated in patients with WPW syndrome, then there is potential for deleterious effects.",Not ADE-related
34444,All three patients experienced remission of their disease at the time of the occurrence of marrow aplasia.,Not ADE-related
34445,Atypical necrotizing scleritis after strabismus surgery.,Not ADE-related
34446,GCV-resistance during VCV-prophylaxis was rare after renal transplantation.,Not ADE-related
34447,"One of the most troublesome side effects of perfusion is peripheral nerve damage, which has been reported at a rate of between 1 and 48% of perfused patients.",Not ADE-related
34448,"The immunopathogenesis remains obscure, but is suggestive of an antigen-specific process requiring the presence of or exposure to ibuprofen.",Not ADE-related
34449,"Although trimethoprim-sulfamethoxazol (TMP/SMX) prophylaxis has been shown to prevent almost all P. carinii infections, 1%-2% of patients may still experience this complication.",Not ADE-related
34450,"All-trans retinoic acid and short-time, high-dose cytarabine in two children with acute promyelocytic leukemia.",Not ADE-related
34451,Basal and secretin-stimulated gastrin responses were suppressed but not normalized.,Not ADE-related
34452,One patient died during induction probably due to haemorrhage.,Not ADE-related
34453,BACKGROUND: 5-fluorouracil (5-FU) targets rapidly dividing cancer cell populations.,Not ADE-related
34454,Abdominal pain and obstructive symptoms concomitant with weight loss are the common presenting complaints.,Not ADE-related
34455,The results and the importance of serial neuropsychological examinations after such complications in three children with ALL are presented.,Not ADE-related
34456,A 24- to 48-h course of large-dose glucocorticoid therapy is often used in the acute management of spinal cord injury.,Not ADE-related
34457,A case report is presented of an antenatally diagnosed fetal goiter induced by antithyroid medications.,Not ADE-related
34458,"Morphine sulfate in controlled-release tablet form is a relatively new oral preparation being used for the relief of chronic severe pain, such as that related to cancer.",Not ADE-related
34459,CLINICAL FEATURES: A 34-yr-old man with long-standing insulin dependent diabetes mellitus underwent a total proctocolectomy for inflammatory bowel disease.,Not ADE-related
34460,"A CT scan revealed an abdominopelvic abscess encompassing the detached catheter which embedded in the rectosigmoid colon, allowing direct communication to the upper vagina.",Not ADE-related
34461,A total gastrectomy with omentectomy and resection of the distal oesophagus in a 69-year-old haemophilia A patient with high inhibitor of 128 Bethesda units is described.,Not ADE-related
34462,The histological study of the duodenal biopsies showed villus atrophy.,Not ADE-related
34463,"All 3 had documented CBZ blood levels in the therapeutic range at the time, and none had other symptoms or signs of clinical intoxication.",Not ADE-related
34464,MEASUREMENTS AND MAIN RESULTS: Extensive noncardiogenic pulmonary edema.,Not ADE-related
34465,Nephrotic patients in endemic areas of Strongyloides infection should have the differential white cell count checked.,Not ADE-related
34466,Blood GHB concentrations in the range 156-260 mg/L have been reported to induce moderately sound sleep.,Not ADE-related
34467,It also appears to be effective in other conditions such as psoriasis and ankylosing spondylitis.,Not ADE-related
34468,Eight of the 10 eyes were receiving topical steroids at the time of presentation.,Not ADE-related
34469,"In clinical trials, venlafaxine was found safe and effective in most patients.",Not ADE-related
34470,Hepatic uroporphyrinogen decarboxylase activity is markedly reduced in patients with this disorder.,Not ADE-related
34471,"Subsequently, she developed bilateral persistent corneal epithelial defects, epithelial edema, and bullae that failed to heal with bandage contact lens and topical lubricants.",Not ADE-related
34472,We review and summarize all reported cases of patients with ART-associated lactic acidosis reported in the English literature.,Not ADE-related
34473,He presented the following day with uncorrected visual acuity (UCVA) in the affected eye of 3/200 and organic foreign body deposits underneath the flap.,Not ADE-related
34474,BACKGROUND: Myasthenia gravis (MG) is a neuromuscular disease sometimes associated with severe psychiatric complications.,Not ADE-related
34475,No benefit has been shown from adding bivalirudin to a GP IIb/ IIIa inhibitor.,Not ADE-related
34476,"In fact, this error has taken place a number of times in North America in the preceding decade.",Not ADE-related
34477,"In the same period, healthcare professionals submitted 10 635 reports, concerning 16 722 ADRs.",Not ADE-related
34478,"Both had low levels of serum sodium, potassium and calcium.",Not ADE-related
34479,Drug-induced hypersensitivity syndrome associated with a marked increase in anti-paramyxovirus antibody titers in a scleroderma patient.,Not ADE-related
34480,"On day 14, itraconazole solution at a dose of 5 mg/kg was begun.",Not ADE-related
34481,"Levamisole was administered for 5 weeks (total dose, 1,500 mg).",Not ADE-related
34482,"Interferon (IFN) is the most widely prescribed drug of choice for chronic hepatitis B infection, which is a common health problem in our country.",Not ADE-related
34483,It is important to keep a high index of suspicion with regard to DIAN since it is usually rapidly reversible.,Not ADE-related
34484,These preliminary results indicate the possible advantage of adding an alkylating agent (prednimustine) to estramustine in advanced prostatic carcinoma.,Not ADE-related
34485,"The management of non-muscle invasive bladder cancer has become more complex with regard to initial investigation, treatment and follow-up.",Not ADE-related
34486,BACKGROUND: Bone marrow transplantation (BMT) is a common treatment used for deficiencies of host marrow or in the control of blood malignancies.,Not ADE-related
34487,The patient subsequently underwent surgery for embolization of the right occipital and superficial temporal arteries and removal of the mass.,Not ADE-related
34488,"Immunohistological studies showed that these cells were positive for CD30 and CD79a, but not for CD15 or CD20.",Not ADE-related
34489,"Amiodarone treatment did not abolish the thyroid radioactive iodine uptake (RAIU), allowing for subsequent treatment with radioactive iodine.",Not ADE-related
34490,"Intravenous administration of 90 mg commercial serumcholinesterase, the equivalent to 1000 ml fresh human plasma, restored twitch and tetanic responses and the patient could lift his head 15 min after the beginning of the enzyme injection.",Not ADE-related
34491,"Two weeks later, anemia, thrombocytopenia and progressive increase in BUN, creatinine and LDH were observed.",Not ADE-related
34492,"For primary ventriculoperitoneal shunt insertion in infants and young children, the single-pass tunneling technique is safe and avoids one source of complications.",Not ADE-related
34493,"Gynaecomastia, however, persisted even after three months of cessation of therapy.",Not ADE-related
34494,"The constellation of chronic cough, dyspnea, and hemoptysis can include a broad range of differential diagnoses.",Not ADE-related
34495,The critical care provider is faced with deducing the etiology and treatment of delirium in the ICU.,Not ADE-related
34496,Adjustments in his drug regimen led to the discovery of pseudoparkinsonism and other extrapyramidal symptoms.,Not ADE-related
34497,RESULTS: The injection demonstrated the block in the catheter.,Not ADE-related
34498,This case highlights many key points for treatment of psoriasis and psoriatic arthritis with biologics.,Not ADE-related
34499,None of these patients were operated on.,Not ADE-related
34500,"OBJECTIVE: We describe the prolonged clinical benefit of murine chimeric antitumor necrosis factor (TNF)-alpha monoclonal antibody, infliximab, on pediatric patients with Crohn's disease and ileal pouch anal anastomosis (IPAA).",Not ADE-related
34501,The incidence of RS among children with juvenile rheumatoid arthritis is significantly greater than the incidence of RS among children who do not have juvenile rheumatoid arthritis.,Not ADE-related
34502,"Improvements in sexual function (62%), socializing (70%), sleep (68%), and skin color (51%) were also noted.",Not ADE-related
34503,"Two weeks later, he died of fungal septicemia and multiorgan failure.",Not ADE-related
34504,"Further signs were hyperhidrosis, hypersalivation, bronchorrhoea, and severe miosis; the electrocardiographic finding was atrio-ventricular dissociation.",Not ADE-related
34505,Hyperinfection with strongyloides following treatment with systemic steroids explains the presence of eosinophilia and splenic involvement.,Not ADE-related
34506,Cerebrospinal fluid penetration and bacteriostatic activity of linezolid against Enterococcus faecalis in a child with a ventriculoperitoneal shunt infection.,Not ADE-related
34507,Administration of multiple doses of meperidine in patients with hepatic disease should be discouraged.,Not ADE-related
34508,Previously noted abnormal signal intensities have nearly disappreared on follow-up MRI obtained on the 22nd day after the first seizure.,Not ADE-related
34509,Necrotizing pancreatitis after transcatheter arterial chemoembolization for hepatocellular carcinoma.,Not ADE-related
34510,"In view of previous reports that SIADH and limbic encephalitis are caused by reactivation of latent herpesviruses after transplantation, both conditions may be secondarily caused by reactivation of latent herpesviruses, which is typically observed in DIHS/DRESS.",Not ADE-related
34511,Evaluation of the literature provides substantial evidence for the use of hydrocortisone in prevention of cardiac arrhythmias.,Not ADE-related
34512,The patients treated with bromocriptine at 7.5-15 mg/day adjunctive to l-dopa were selected to replace bromocriptine with pergolide of the equivalent dosage approved in Japan.,Not ADE-related
34513,"As anti-myeloperoxidase anti-neutrophil cytoplasmic antibodies (MPO-ANCA) were positive, she was diagnosed with ANCA-associated vasculitis and treated with corticosteroids.",Not ADE-related
34514,"The onset of symptoms after fluorescence in both cases is highly suggestive, although the pathogenetic mechanism is not clear.",Not ADE-related
34515,"A 27-year-old woman was admitted because of breathlessness, orthopnea, and hemoptysis.",Not ADE-related
34516,"Her hearing gradually, then completely returned 2-3 months after the vincristine therapy was discontinued.",Not ADE-related
34517,"More than 15,000 cases have been treated by chemonucleolysis world-wide.",Not ADE-related
34518,This study describes the inheritance of a defect in pyrimidine catabolism and its association with drug-induced toxicity in a patient receiving 5-fluorouracil (FUra) as adjuvant chemotherapy for breast carcinoma.,Not ADE-related
34519,Her initial EEG showed a pattern of spindle coma with some responsivity of the background.,Not ADE-related
34520,"Seven years later, after chemotherapy with chlorambucil, chronic myelogenous leukemia was diagnosed in addition to the chronic lymphocytic leukemia.",Not ADE-related
34521,The reduced retinal edema and realignment of the photoreceptors may promote the release phenomenon and trigger hallucinatory episodes.,Not ADE-related
34522,CK and myoglobin levels normalized a week later.,Not ADE-related
34523,Several responses and 2 complete remissions occurred.,Not ADE-related
34524,"She received several vasoactive infusions during her admission, including nesiritide.",Not ADE-related
34525,Eosinophilic pleural effusion is defined as an effusion in which eosinophils constitute more than 10% of white blood cells.,Not ADE-related
34526,"By contrast, the appearance of a hypercalcemia has yet to be described.",Not ADE-related
34527,Two patients with non-miliary pulmonary tuberculosis developed a syndrome resembling adult respiratory distress following initiation of drug treatment.,Not ADE-related
34528,Severe clinical bleeding secondary to clotting dysfunction has not been previously reported.,Not ADE-related
34529,"However, progression to overt cardiac failure has only recently been reported in one patient with pre-existing heart disease.",Not ADE-related
34530,Neither patient had a history of meningioma initially and both were being treated interferon when the meningioma was progressed.,Not ADE-related
34531,This potentially fatal complication is difficult to treat and should be widely known.,Not ADE-related
34532,"Therefore, black cohosh-induced fluid retention and coagulation activation should be considered in differential diagnosis, especially if thrombosis has been excluded.",Not ADE-related
34533,Remission of psoriasis after treatment with interferon-alfa and 2-chlordeoxyadenosine for hairy cell leukemia.,Not ADE-related
34534,This gave almost total resolution of the injury.,Not ADE-related
34535,"De novo hepatitis B virus (HBV) infection after orthotopic liver transplantation (OLT) always progresses to chronic hepatitis because of the patients' immunocompromised status, and only a few then acquire hepatitis B surface antigen (HBsAg) seroconversion even with efficient antiviral therapy.",Not ADE-related
34536,Free SDCs were obtained using an ultrafiltration and fluorescence polarization immunoassay system in three patients over periods of up to 204 hours after Fab administration.,Not ADE-related
34537,Intraocular ointment after small-incision cataract surgery causing chronic uveitis and secondary glaucoma.,Not ADE-related
34538,"At 26 weeks' gestation, she was transferred to our center.",Not ADE-related
34539,"In this report, we describe a novel presentation of interface inflammation that resembles DLK in appearance but presents late in the postoperative period, is associated with increased intraocular pressure, and is exacerbated by steroid treatment.",Not ADE-related
34540,Complete relief of pain was noted in 73% of patients during the treatment.,Not ADE-related
34541,Diffusion-weighted MRI (DWI) may help to distinguish between ischemic stroke and chemotherapy-related leukoencephalopathy.,Not ADE-related
34542,"Cryptococcus neoformans has been reported to be isolated from blood cultures in around 20% of patients with cryptococcosis, and cryptococcemia has been correlated with poor prognosis.",Not ADE-related
34543,"Of 165 consecutive patients undergoing computerized tomography- or magnetic resonance imaging-guided stereotactic brain biopsies at the Cleveland Clinic between June, 1987, and November, 1989, four patients (2.4%) developed arterial hemorrhage refractory to conventional efforts to secure hemostasis.",Not ADE-related
34544,One patient developed late peripheral embolization most probably due to late mobilisation of a thrombotic fragment.,Not ADE-related
34545,The present study retrospectively investigated the utility of a novel combination chemotherapy regimen for treating multifocal HCC resistant to TAE.,Not ADE-related
34546,"Porcine factor VIII (pFVIII), which is used to control bleeding in patients with congenital or acquired haemophilia who have high-titre neutralizing antibodies to human FVIII, is not known to increase the risk of arterial or venous thrombosis.",Not ADE-related
34547,"Physical examination revealed diaphoresis, low-grade fever, hypertension, tachycardia, bilateral cogwheel rigidity, hyperreflexia, tremor, and myoclonus, symptoms and signs that are consistent with severe SS.",Not ADE-related
34548,"PURPOSE: We examined an 82-year-old woman with delayed-onset endophthalmitis caused by an opportunistic pathogen, Ovadendron sulphureo-ochraceum.",Not ADE-related
34549,"The total number of nucleated cells infused was 0.8 x 108/kg, with CD34+ cells 1.8 x 106/kg and CFU-GM 1 x 104/kg.",Not ADE-related
34550,CASE REPORTS: We report 3 patients with chronic schizophrenia who had previously stopped clozapine due to hematologic side effects.,Not ADE-related
34551,Nine of the 11 patients were also taking corticosteroids or corticosteroids with MTX.,Not ADE-related
34552,"The most common presenting symptoms and signs were confusion, agitation, diaphoresis, tachycardia, myoclonus, and hyperreflexia.",Not ADE-related
34553,The mother also falsified the laboratory data to erase from her daughter's file a laboratory result documenting warfarin in the blood.,Not ADE-related
34554,Buphthalmos following systemic steroid treatment.,Not ADE-related
34555,Subsequent joint aspiration revealed monosodium urate monohydrate crystals.,Not ADE-related
34556,"Before the myocardial infarction, the patient was in good condition, normotensive, non-diabetic, non-obese.",Not ADE-related
34557,"New drugs have been introduced to manage the cardinal motor symptoms of PD, and other agents have been borrowed to treat the nonmotor manifestations of the illness.",Not ADE-related
34558,"This article is a guide to its usage in children and includes discussion of its indications, contraindications, pre-treatment laboratory studies, dosing and drug interactions.",Not ADE-related
34559,"Bone marrow aspiration day +4 still showed hypo-normocellular marrow, with remaining 6% plasma cells.",Not ADE-related
34560,DESIGN: interventional case report.,Not ADE-related
34561,Dramatic clinical improvement occurred in 2 patients treated with high dose steroids.,Not ADE-related
34562,Fatal acute tumor lysis syndrome with metastatic breast carcinoma.,Not ADE-related
34563,"It is usually a consequence of direct extension from an underlying bony lesion, in the setting of multiple myeloma.",Not ADE-related
34564,The potential arrhythmogenic effects of alcohol have recently been studied electrophysiologically.,Not ADE-related
34565,"CONCLUSIONS: Placement of a central venous catheter for infusion therapy, chemotherapy and blood sampling has improved the quality of life of cancer patients.",Not ADE-related
34566,Disabling errors of skin keratinization.,Not ADE-related
